code,categoria,nombre
33193100,33193000,Sillas de ruedas y demás vehículos para inválidos
33193110,33193000,Vehículos para inválidos
33193120,33193000,Sillas de ruedas
33193121,33193000,Sillas de ruedas con motor
33193200,33193000,Partes y accesorios de sillas de ruedas y demás vehículos para inválidos
33193210,33193000,Partes y accesorios de vehículos para inválidos
33193211,33193000,Motores de vehículos para inválidos
33193212,33193000,Dispositivos de dirección de vehículos para inválidos
33193213,33193000,Dispositivos de mando de vehículos para inválidos
33193214,33193000,Chasis de vehículos para inválidos
33193220,33193000,Partes y accesorios de sillas de ruedas
33193221,33193000,Almohadillas para sillas de ruedas
33193222,33193000,Armazones para sillas de ruedas
33193223,33193000,Asientos para sillas de ruedas
33193224,33193000,Instrumentos y aparatos de transfusión e infusión
33193225,33193000,Instrumentos y aparatos para infusión
33194100,33194000,Instrumentos y aparatos para perfusión
33194110,33194000,Bombas de infusión
33194120,33194000,Artículos para perfusión
33194200,33194000,Instrumentos y aparatos para transfusión
33194210,33194000,Instrumentos y aparatos para transfusión sanguínea
33194220,33194000,Material para transfusión sanguínea
33195100,33195000,Monitores
33195110,33195000,Monitores de respiración
33195200,33195000,Puesto central de control
33196100,33196000,Aparatos para las personas de avanzada edad
33196200,33196000,Aparatos para minusválidos
33198100,33198000,Compresas de papel
33198200,33198000,Bolsas o envoltorios de papel para esterilización
33615100,33615000,Insulina
33616100,33616000,Provitaminas
33621100,33621000,Antitrombóticos
33621200,33621000,Antihemorrágicos
33621300,33621000,Antianémicos
33621400,33621000,Sustitutos del plasma y soluciones para infusión
33622100,33622000,Medicamentos usados en cardioterapia
33622200,33622000,Hipotensores
33622300,33622000,Diuréticos
33622400,33622000,vasoprotectores
33622500,33622000,Antihemorroidales de uso tópico
33622600,33622000,Betabloqueadores
33622700,33622000,Bloqueadores de los canales de calcio
33622800,33622000,Medicamentos que actúan sobre el sistema renina-angiotensina
33631100,33631000,Antifúngicos usados en dermatología
33631110,33631000,Ácidos salicílicos
33631200,33631000,Emolientes y protectores
33631300,33631000,Antipsoriásicos
33631400,33631000,Antibióticos y quimioterápicos para uso en dermatología
33631500,33631000,Corticosteroides usados en dermatología y en preparados dermatológicos
33631600,33631000,Antisépticos y desinfectantes
33631700,33631000,Preparados antiacné
33632100,33632000,Antiinflamatorios y antirreumáticos
33632200,33632000,Miorrelajantes
33632300,33632000,Antigotosos
33641100,33641000,Antiinfecciosos y antisépticos ginecológicos
33641200,33641000,Otros medicamentos ginecológicos
33641300,33641000,Hormonas sexuales y moduladores genitales
33641400,33641000,Anticonceptivos
33641410,33641000,Anticonceptivos orales
33641420,33641000,Anticonceptivos químicos
33642100,33642000,"Hormonas hiposifiarias, hipotalámicas y análogas"
33642200,33642000,Corticoesteroides para uso sistémico
33642300,33642000,Terapia tiroidea
33651100,33651000,Antibacterianos para uso sistémico
33651200,33651000,Antimicóticos para uso sistémico
33651300,33651000,Antimicobacterianos
33651400,33651000,Antivirales para uso sistémico
33651500,33651000,Inmunosueros e inmunoglobulinas
33651510,33651000,Antisueros
33651520,33651000,Inmunoglobulinas
33651600,33651000,Vacunas
33651610,33651000,"Vacunas contra la difteria, el tétanos y la tos ferina"
33651620,33651000,Vacunas contra la difteria y el tétanos
33651630,33651000,Vacunas BCG (liofilizadas)
33651640,33651000,"Vacunas ""triple vírica"" (sarampión, paperas, rubeola)"
33651650,33651000,Vacunas contra el tifus
33651660,33651000,Vacunas contra la gripe
33651670,33651000,Vacunas contra la polio
33651680,33651000,Vacunas contra la hepatitis B
33651690,33651000,Vacunas para la medicina veterinaria
33652100,33652000,Agentes antineoplásicos
33652200,33652000,Medicamentos usados en la terapia endocrina
33652300,33652000,Inmunosupresores
33661100,33661000,Anestésicos
33661200,33661000,Analgésicos
33661300,33661000,Antiepilépticos
33661400,33661000,Antiparkinsonianos
33661500,33661000,Psicolépticos
33661600,33661000,Psicoanalépticos
33661700,33661000,Otros medicamentos del sistema nervioso
33662100,33662000,Medicamentos usados en oftalmología
33691100,33691000,Antiprotozoarios
33691200,33691000,Antihelmínticos
33691300,33691000,"Ectoparasiticidas, incluidos los escabicidas, insecticidas y repelentes"
33692100,33692000,Soluciones para infusiones
33692200,33692000,Productos de nutrición parenteral
33692210,33692000,Soluciones de nutrición parenteral
33692300,33692000,Productos de nutrición enteral
33692400,33692000,Soluciones para perfusiones
33692500,33692000,Soluciones inyectables
33692510,33692000,Fluidos intravenosos
33692600,33692000,Soluciones galénicas
33692700,33692000,Soluciones de glucosa
33692800,33692000,Soluciones para diálisis
33693100,33693000,Toxinas
33693200,33693000,Sustitutos de la nicotina
33693300,33693000,Tratamientos contra la adicción
33696100,33696000,Reactivos para determinación del grupo sanguíneo
33696200,33696000,Reactivos para análisis de sangre
33696300,33696000,Reactivos químicos
33696400,33696000,Reactivos isotópicos
33696500,33696000,Reactivos de laboratorio
33696600,33696000,Reactivos para electroforesis
33696700,33696000,Reactivos urológicos
33696800,33696000,Medios de contraste para radiología
33697100,33697000,Preparaciones para enemas
33697110,33697000,Cementos para la reconstrucción de huesos
33698100,33698000,Cultivos microbiológicos
33698200,33698000,Glándulas y sus extractos
33698300,33698000,Sustancias pépticas
33711100,33711000,Aguas de Colonia
33711110,33711000,Desodorantes
33711120,33711000,Antitranspirantes
33711130,33711000,Colonias
33711140,33711000,Fragancias
33711150,33711000,Agua de rosas
33711200,33711000,Preparaciones para maquillaje
33711300,33711000,Productos para manicura o pedicura
33711400,33711000,Productos de belleza
33711410,33711000,Bastoncillos de algodón
33711420,33711000,Estuches de maquillaje
33711430,33711000,Toallitas higiénicas desechables
33711440,33711000,Bálsamo labial
33711450,33711000,Tatuajes
33711500,33711000,Productos para el cuidado de la piel
33711510,33711000,Productos de protección solar
33711520,33711000,Geles de baño
33711530,33711000,Gorros de ducha
33711540,33711000,Cremas o lociones de parafarmacia
33711600,33711000,Preparaciones y artículos para el cabello
33711610,33711000,Champúes
33711620,33711000,Peines
33711630,33711000,Pelucas
33711640,33711000,Estuchitos de tocador
33711700,33711000,Artículos y preparados para la higiene bucal o dental
33711710,33711000,Cepillos de dientes
33711720,33711000,Pasta de dientes
33711730,33711000,Mondadientes
33711740,33711000,Baños bucales
33711750,33711000,Enjuagues y otros productos refrescantes bucales
33711760,33711000,Hilo dental
33711770,33711000,"Mordedores, anillos de dentición y chupetes para bebés"
33711780,33711000,Tabletas para limpieza de dentaduras postizas
33711790,33711000,Estuche de higiene dental
33711800,33711000,Preparados para el afeitado
33711810,33711000,Cremas de afeitar
33711900,33711000,Jabón
33721100,33721000,Hojas de afeitar
33721200,33721000,Máquinas de afeitar
33722100,33722000,Estuches de manicura
33722110,33722000,Instrumental de manicura
33722200,33722000,Estuches de pedicura
33722210,33722000,Instrumental de pedicura
33722300,33722000,Coleteros
33731100,33731000,Lentes correctoras
33731110,33731000,Lentes intraoculares
33731120,33731000,Lentes para gafas
33734100,33734000,Monturas de gafas
33734200,33734000,Cristal para lentes de gafas
33735100,33735000,Gafas protectoras
33735200,33735000,Monturas de gafas protectoras
33741100,33741000,Jabón de manos
33741200,33741000,Lociones de manos o corporal
33741300,33741000,Antiséptico para manos
33742100,33742000,Cortaúñas
33742200,33742000,Esmalte de uñas
33771100,33771000,Compresas higiénicas o tampones
33771200,33771000,Forros de pañales de papel
33912100,33912000,Pinzas de disección para autopsia
33914100,33914000,Hilo de sutura para cadáveres
33914200,33914000,Agujas de sutura para cadáveres
33914300,33914000,Pinzas de sutura para cadáveres
33916100,33916000,Sierras de autopsia
33923100,33923000,Reposacabezas para autopsia
33923200,33923000,Tableros de apoyo del cadáver para autopsia
33923300,33923000,Balanzas colgantes para autopsia
33933100,33933000,Mesas de autopsia
34111100,34111000,Breaks
34111200,34111000,Automóviles de turismo
34113100,34113000,Jeeps
34113200,34113000,Vehículos todo terreno
34113300,34113000,Vehículos de doble tracción
34114100,34114000,Vehículos de emergencia
34114110,34114000,Vehículos de salvamento
34114120,34114000,Vehículos paramédicos
34114121,34114000,Ambulancias
34114122,34114000,Vehículos para transporte de pacientes
34114200,34114000,Automóviles de policía
34114210,34114000,Vehículos celulares
34114300,34114000,Vehículos para servicios de asistencia social
34114400,34114000,Minibuses
34115200,34115000,Vehículos de motor para el transporte de menos de 10 personas
34115300,34115000,Vehículos de transporte usados
34121100,34121000,Autobuses de servicio público
34121200,34121000,Autobuses articulados
34121300,34121000,Autobuses de dos pisos
34121400,34121000,Autobuses de plataforma rebajada
34121500,34121000,Autocares
34133100,34133000,Camiones-cisterna
34133110,34133000,Camiones cisterna para el transporte de combustible
34134100,34134000,Camiones con plataforma
34134200,34134000,Camiones basculantes
34136100,34136000,Camionetas ligeras
34136200,34136000,Camioneta con caja metálica
34139100,34139000,Chasis con cabina
34139200,34139000,Chasis con carrocería
34139300,34139000,Chasis completos
34142100,34142000,Camiones con plataforma elevadora
34142200,34142000,Cargadores de hormigonera
34142300,34142000,Camiones volquete
34144100,34144000,Torres de perforación móviles
34144200,34144000,Vehículos para servicios de emergencia
34144210,34144000,Vehículos de extinción de incendios
34144211,34144000,Camiones con escalera giratoria
34144212,34144000,Vehículos autobomba
34144213,34144000,Vehículos de lucha contra incendios
34144220,34144000,Vehículos de reparación de averías
34144300,34144000,Puentes móviles
34144400,34144000,Vehículos para el mantenimiento de carreteras
34144410,34144000,Vehículo para el vaciado de sumideros
34144420,34144000,Esparcidores de sal
34144430,34144000,Barrederas viales automóviles
34144431,34144000,Barrederas-aspiradoras automóviles
34144440,34144000,Vehículos esparcidores de gravilla
34144450,34144000,Vehículos de riego
34144500,34144000,Vehículos para desperdicios y aguas residuales
34144510,34144000,Vehículos para desperdicios
34144511,34144000,Vehículos de recogida de basuras
34144512,34144000,Vehículos compactadores de basuras
34144520,34144000,Camiones-cisterna para aguas residuales
34144700,34144000,Vehículos utilitarios
34144710,34144000,Cargadoras sobre ruedas
34144730,34144000,Vehículos de repostaje de aviones
34144740,34144000,Tractores de avión
34144750,34144000,Portacargas
34144751,34144000,Carretillas pórtico
34144760,34144000,Bibliobuses
34144800,34144000,Caravanas
34144900,34144000,Vehículos eléctricos
34144910,34144000,Autobuses eléctricos
34211100,34211000,Carrocerías para autobuses
34211200,34211000,Carrocerías para ambulancias
34211300,34211000,Carrocerías para vehículos de transporte de mercancías
34221100,34221000,Unidades móviles para incidentes
34221200,34221000,Unidades móviles para emergencias
34221300,34221000,Unidad de intervención en caso de accidente químico
34223100,34223000,Semirremolques
34223200,34223000,Camiones para repostar
34223300,34223000,Remolques
34223310,34223000,Remolques de uso general
34223320,34223000,Remolques para transporte de caballos
34223330,34223000,Unidades móviles sobre remolques
34223340,34223000,Remolques cisterna
34223350,34223000,Remolques con escalera giratoria
34223360,34223000,Remolques de repostaje
34223370,34223000,Remolques volquete
34223400,34223000,Remolques y semirremolques del tipo caravana
34224100,34224000,Partes de remolques y semirremolques
34224200,34224000,Partes de otros vehículos
34311100,34311000,Motores de combustión interna para vehículos de motor y motocicletas
34311110,34311000,Motores de encendido por chispa
34311120,34311000,Motores de encendido por compresión
34312100,34312000,Correas de ventilador
34312200,34312000,Bujías de encendido
34312300,34312000,Radiadores para vehículos
34312400,34312000,Pistones
34312500,34312000,Juntas de estanqueidad
34312600,34312000,Bandas transportadoras de caucho
34312700,34312000,Correas de transmisión de caucho
34321100,34321000,Ejes
34321200,34321000,Cajas de cambio
34322100,34322000,Equipo de frenado
34322200,34322000,Frenos de disco
34322300,34322000,Guarniciones de freno
34322400,34322000,Cojinetes de freno
34322500,34322000,Zapatas de freno
34324100,34324000,Equipo de equilibrado de ruedas
34325100,34325000,Silenciadores
34325200,34325000,Tubos de escape
34326100,34326000,Embragues y sus partes
34326200,34326000,Gatos para automóviles
34327100,34327000,Volantes
34327200,34327000,Columnas y cajas de dirección
34328100,34328000,Bancos de prueba
34328200,34328000,Kits para conversión de vehículos
34328300,34328000,Cinturones de seguridad
34351100,34351000,Neumáticos para automóviles
34352100,34352000,Neumáticos para camiones
34352200,34352000,Neumáticos para autobuses
34352300,34352000,Neumáticos para uso agrario
34411100,34411000,Sidecares para motocicletas
34411110,34411000,Partes y accesorios de sidecares para motocicleta
34411200,34411000,Neumáticos para motocicletas
34432100,34432000,Neumáticos para bicicletas
34511100,34511000,Patrulleros para la marina
34512100,34512000,Transbordadores
34512200,34512000,Buques para cruceros
34512300,34512000,Graneleros
34512400,34512000,Buques de carga
34512500,34512000,Buques de mercancías
34512600,34512000,Buques portacontenedores
34512700,34512000,Buques para transporte Ro-Ro
34512800,34512000,Buques cisterna
34512900,34512000,Buques para transporte de automóviles
34512950,34512000,Buques frigoríficos
34513100,34513000,Barcos pesqueros
34513150,34513000,Buques factoría
34513200,34513000,Barcos remolcadores
34513250,34513000,Dragas
34513300,34513000,Diques flotantes para navegación marítima
34513350,34513000,Embarcaciones auxiliares de buceo
34513400,34513000,Pontones grúa
34513450,34513000,Barcos de producción
34513500,34513000,Barcos de reconocimiento sísmico
34513550,34513000,Barcos exploradores
34513600,34513000,Barcos de control de la contaminación
34513650,34513000,Naves del servicio antiincendio
34513700,34513000,Barcos de salvamento
34513750,34513000,Buques faro
34514100,34514000,Barcos de sondeo
34514200,34514000,Plataformas de perforación autoelevadoras
34514300,34514000,Plataformas elevadoras de perforación
34514400,34514000,Plataformas de perforación flotantes
34514500,34514000,Instalación de producción flotante
34514600,34514000,Plataformas de sondeo semisumergibles
34514700,34514000,Plataforma móvil
34514800,34514000,Plataforma flotante
34514900,34514000,Plataformas de perforación
34515100,34515000,Boyas baliza
34515200,34515000,Balsas inflables
34521100,34521000,Barcos de vigilancia
34521200,34521000,Barcos patrulleros aduaneros
34521300,34521000,Barcos patrulleros policiales
34521400,34521000,Botes salvavidas
34522100,34522000,Barcos a vela
34522150,34522000,Catamaranes a vela
34522200,34522000,Botes de salvamento
34522250,34522000,Botes a vela
34522300,34522000,Embarcaciones pequeñas
34522350,34522000,Botes de fibra de vidrio
34522400,34522000,Botes semirrígidos
34522450,34522000,Embarcaciones neumáticas
34522500,34522000,Botes de caucho
34522550,34522000,Canoas
34522600,34522000,Barcos de remos
34522700,34522000,Embarcaciones de pedales
34612100,34612000,Ténderes
34612200,34612000,Funiculares
34621100,34621000,Vagones de carga
34621200,34621000,Vehículos de mantenimiento o de servicio para ferrocarril
34622100,34622000,Coches de pasajeros de tranvía
34622200,34622000,Coches de pasajeros de tren
34622300,34622000,Trolebuses
34622400,34622000,Vagones de ferrocarril
34622500,34622000,Furgones de equipaje y para usos especiales
34631100,34631000,Ruedas monobloque
34631200,34631000,Topes y enganches
34631300,34631000,Asientos para material móvil
34631400,34631000,"Ejes de ruedas y neumáticos, y otras partes de locomotoras o de material móvil"
34632100,34632000,Señalización mecánica
34632200,34632000,Equipo eléctrico de señalización para vías férreas
34632300,34632000,Instalaciones eléctricas para vías férreas
34711100,34711000,Aviones
34711110,34711000,Aeronaves de ala fija
34711200,34711000,Aeronaves sin piloto
34711300,34711000,Aeronaves pilotadas
34711400,34711000,Aeronaves para usos especiales
34711500,34711000,Helicópteros
34712100,34712000,Vehículos espaciales
34712200,34712000,Satélites
34712300,34712000,Lanzadores de vehículos espaciales
34721100,34721000,Alas delta
34722100,34722000,Globos aerostáticos
34722200,34722000,Dirigibles
34731100,34731000,Motores de avión
34731200,34731000,Turborreactores
34731300,34731000,Turbopropulsores
34731400,34731000,Motores de reacción
34731500,34731000,Partes de motores de aeronaves
34731600,34731000,Partes de turborreactores o turbopropulsores
34731700,34731000,Partes de helicópteros
34731800,34731000,Neumáticos para aviones
34741100,34741000,Dispositivos de lanzamiento de aeronaves
34741200,34741000,Sistemas de lanzamiento de aeronaves
34741300,34741000,Dispositivos de frenado sobre cubierta de buques portaaviones
34741400,34741000,Simuladores de vuelo
34741500,34741000,Entrenadores de vuelo en tierra
34741600,34741000,Bolsas para el mareo
34911100,34911000,Carritos manuales
34912100,34912000,Cochecitos de niño
34913100,34913000,Neumáticos usados
34913200,34913000,Neumáticos recauchutados
34913300,34913000,Guardabarros
34913400,34913000,Relojes para vehículos
34913500,34913000,Cerraduras para vehículos
34913510,34913000,Candados de bicicleta
34913600,34913000,Hélices para buques
34913700,34913000,Escaleras de vehículos contra incendios
34913800,34913000,Anclas
34921100,34921000,Barrederas viales
34921200,34921000,Barrederas de pistas
34922100,34922000,Marcas viales
34922110,34922000,Esferillas de vidrio para la señalización horizontal
34927100,34927000,Sal para carreteras
34928100,34928000,Barreras de protección
34928110,34928000,Medianas
34928120,34928000,Componentes para barreras
34928200,34928000,Vallas
34928210,34928000,Postes de madera
34928220,34928000,Componentes para cercas
34928230,34928000,Pantallas acústicas viales
34928300,34928000,Barreras de seguridad
34928310,34928000,Vallado de seguridad
34928320,34928000,Guardarraíles
34928330,34928000,Dispositivos de protección contra avalanchas
34928340,34928000,Barreras paranieves
34928400,34928000,Mobiliario urbano
34928410,34928000,Balizas
34928420,34928000,Luces indicadoras de peligro en carreteras
34928430,34928000,Conos de seguridad
34928440,34928000,Postes de parada de autobús
34928450,34928000,Hitos luminosos
34928460,34928000,Conos de carretera
34928470,34928000,Señalización
34928471,34928000,Materiales de señalización
34928472,34928000,Postes indicadores
34928480,34928000,Contenedores y cubos de residuos y basura
34928500,34928000,Equipo de alumbrado de calles
34928510,34928000,Farolas para el alumbrado de calles
34928520,34928000,Postes de alumbrado
34928530,34928000,Lámparas de alumbrado público
34931100,34931000,Instalaciones portuarias
34931200,34931000,Pasarelas de embarque de pasajeros para embarcaciones
34931300,34931000,Escaleras de embarque de pasajeros para embarcaciones
34931400,34931000,Simuladores de puente de buque
34931500,34931000,Equipo de control del tráfico de buques
34941100,34941000,Varillas
34941200,34941000,Raíles de vías férreas
34941300,34941000,Raíles de tranvía
34941500,34941000,Crucetas
34941600,34941000,Vías de cruzamiento
34941800,34941000,Empalmes de vía férrea
34942100,34942000,Postes de señalización
34942200,34942000,Cajas de señalización
34946100,34946000,Materiales de construcción de vías férreas
34946110,34946000,Raíles
34946120,34946000,Material ferroviario
34946121,34946000,Bridas y placas de asiento
34946122,34946000,Contracarriles
34946200,34946000,Materiales para la construcción de vías férreas
34946210,34946000,Carriles conductores de corriente
34946220,34946000,"Agujas, puntas de corazón, varillas para el mando de agujas y demás elementos para el cruce y cambio de vías"
34946221,34946000,Agujas
34946222,34946000,Puntas de corazón
34946223,34946000,Varillas para el mando de agujas
34946224,34946000,Elementos para el cruce y cambio de vías
34946230,34946000,"Bridas de unión, placas y tirantes de separación"
34946231,34946000,Bridas de unión
34946232,34946000,Placas y tirantes de separación
34946240,34946000,Cojinetes y cuñas
34947100,34947000,Traviesas
34947200,34947000,Partes de traviesas
34951200,34951000,Equipo de manipulación de lodos
34951300,34951000,Instalación de secado de lodos
34953100,34953000,Rampas para transbordador
34953300,34953000,Pasarelas para pasajeros
34955100,34955000,Unidad de almacenamiento flotante
34961100,34961000,Equipo de manipulación de equipajes
34962100,34962000,Equipo de torre de control
34962200,34962000,Control del tráfico aéreo
34962210,34962000,Simulación de control del tráfico aéreo
34962220,34962000,Sistemas de control del tráfico aéreo
34962230,34962000,Formación para el control del tráfico aéreo
34966100,34966000,Radiogoniómetro (RDF)
34966200,34966000,Radiofaro no direccional (NDB)
34968100,34968000,Sistema de vigilancia aeroportuaria (SUR)
34968200,34968000,Sistema de iluminación aeroportuaria (PAPI)
34969100,34969000,Pasarelas de embarque de pasajeros para aeronaves
34969200,34969000,Escaleras de embarque de pasajeros para aeronaves
34992100,34992000,Señales de tráfico luminosas
34992200,34992000,Pancartas de señalización
34992300,34992000,Placas indicadoras de calles
34993100,34993000,Alumbrado de túneles
34994100,34994000,Alumbrado para orientación e iluminación fluvial
34996100,34996000,Semáforos
34996200,34996000,"Equipo de control, seguridad o señalización para vías interiores de navegación"
34996300,34996000,"Equipo de control, seguridad o señalización para zonas de estacionamiento"
34997100,34997000,Registradores de vuelo
34997200,34997000,Alumbrado de aeropuertos
34997210,34997000,Luces de pista
34999100,34999000,Generadores de señales
34999200,34999000,Separadores de señales de antena («splitters»)
34999300,34999000,Máquinas de galvanoplastia
34999400,34999000,Modelos reducidos a escala
34999410,34999000,Modelos de aeronaves reducidos a escala
34999420,34999000,Modelos de barcos reducidos a escala
35111100,35111000,Aparatos respiratorios para extinción de incendios
35111200,35111000,Materiales para extinción de incendios
35111300,35111000,Extintores
35111310,35111000,Paquetes de espuma para extintores
35111320,35111000,Extintores de incendios portátiles
35111400,35111000,Equipo de evacuación de emergencia
35111500,35111000,Sistemas de extinción de incendios
35111510,35111000,Herramientas manuales de extinción de incendios
35111520,35111000,Espuma para la extinción de incendios o compuestos análogos
35112100,35112000,Maniquíes para la formación sobre situaciones de emergencia
35112200,35112000,Ducha de emergencia
35112300,35112000,Ducha ocular
35113100,35113000,Equipo de seguridad del lugar
35113110,35113000,Sistema de protección de reactores nucleares
35113200,35113000,"Equipo de protección nuclear, biológica, química y radiológica"
35113210,35113000,Equipo de seguridad nuclear
35113300,35113000,Instalaciones de seguridad
35113400,35113000,Ropa de protección y de seguridad
35113410,35113000,Prendas de vestir de protección biológica y química
35113420,35113000,Prendas de vestir de protección nuclear y radiológica
35113430,35113000,Chalecos de seguridad
35113440,35113000,Chalecos reflectantes
35113450,35113000,Chaquetones o ponchos de protección
35113460,35113000,Medias o calcetines de protección
35113470,35113000,Camisas o pantalones de protección
35113480,35113000,Muñequeras de protección
35113490,35113000,Vestidos de protección
35121100,35121000,Zumbadores
35121200,35121000,Detectores de dinero falso
35121300,35121000,Accesorios de seguridad
35121400,35121000,Sacos de seguridad
35121500,35121000,Precintos
35121600,35121000,Marcas
35121700,35121000,Sistemas de alarma
35121800,35121000,Espejos convexos de seguridad
35121900,35121000,Detectores de radar
35123100,35123000,Sistema de tarjetas magnéticas
35123200,35123000,Equipo para horario de trabajo flexible
35123300,35123000,Sistema de cronometraje
35123400,35123000,Distintivos de identificación
35123500,35123000,Sistemas de identificación por vídeo
35125100,35125000,Sensores
35125110,35125000,Sensores biométricos
35125200,35125000,Sistemas de control horario y aparatos de registro para control horario
35125300,35125000,Cámaras de seguridad
35261100,35261000,Paneles indicadores de mensajes variables
35311100,35311000,Espadas
35311200,35311000,Sables
35311300,35311000,Bayonetas
35311400,35311000,Lanzas
35321100,35321000,Armas cortas
35321200,35321000,Fusiles
35321300,35321000,Ametralladoras
35322100,35322000,Material antiaéreo
35322200,35322000,Artillería autopropulsada
35322300,35322000,Artillería remolcada
35322400,35322000,Morteros
35322500,35322000,Obuses
35331100,35331000,Balas
35331200,35331000,Proyectiles
35331300,35331000,Granadas
35331400,35331000,Minas terrestres
35331500,35331000,Cartuchos
35332100,35332000,Torpedos
35332200,35332000,Minas marinas
35333100,35333000,Bombas (armamento)
35333200,35333000,Cohetes
35341100,35341000,Accesorios para tuberías de bronce de cañón
35411100,35411000,Carros de combate medios
35411200,35411000,Carros de combate ligeros
35412100,35412000,Vehículos de combate para infantería
35412200,35412000,Vehículos de transporte de tropas blindados
35412300,35412000,Vehículos de transporte de armas blindados
35412400,35412000,Vehículos de reconocimiento y patrulla
35412500,35412000,Vehículos de mando y enlace
35421100,35421000,Motores y partes de motores para vehículos militares
35511100,35511000,Portaaviones
35511200,35511000,Destructores y fragatas
35511300,35511000,Corbetas y barcos patrulleros
35511400,35511000,Embarcaciones y buques anfibios
35512100,35512000,Submarinos nucleares estratégicos
35512200,35512000,Submarinos nucleares de ataque
35512300,35512000,Submarinos diésel de ataque
35512400,35512000,Vehículos subacuáticos no tripulados
35513100,35513000,Cazaminas/dragaminas
35513200,35513000,Buques auxiliares de investigación
35513300,35513000,Buques auxiliares de búsqueda de información
35513400,35513000,Buques hospital/de carga/cisterna/para transporte Ro-Ro auxiliares
35521100,35521000,Motores y piezas de motores para buques de guerra
35611100,35611000,Aviones de caza
35611200,35611000,Cazabombarderos/aviones de ataque contra blancos terrestres
35611300,35611000,Bombarderos
35611400,35611000,Aeronaves militares de transporte
35611500,35611000,Aeronaves de formación
35611600,35611000,Aviones de patrulla marítima
35611700,35611000,Aviones cisterna
35611800,35611000,Aviones de reconocimiento
35612100,35612000,Helicópteros de combate
35612200,35612000,Helicópteros antisubmarinos
35612300,35612000,Helicópteros de apoyo
35612400,35612000,Helicópteros militares de transporte
35612500,35612000,Helicópteros de búsqueda y rescate
35613100,35613000,Vehículos aéreos de combate no tripulados
35621100,35621000,Misiles antimisiles estratégicos
35621200,35621000,Misiles balísticos intercontinentales
35621300,35621000,Misiles balísticos lanzados por submarino
35621400,35621000,Misiles balísticos de alcance medio
35622100,35622000,Misiles aire-aire
35622200,35622000,Misiles aire-tierra
35622300,35622000,Misiles antibuques
35622400,35622000,Cohetes antisubmarinos
35622500,35622000,Misiles antimisiles tácticos
35622600,35622000,Misiles guiados anticarro
35622700,35622000,Misiles tierra-aire
35623100,35623000,Misiles de crucero lanzados desde aire/tierra/mar
35631100,35631000,Satélites de comunicación
35631200,35631000,Satélites de observación
35631300,35631000,Satélites de navegación
35641100,35641000,Motores y partes de motores para equipos aeroespaciales militares
35811100,35811000,Uniformes para el cuerpo de bomberos
35811200,35811000,Uniformes de policía
35811300,35811000,Uniformes militares
35812100,35812000,Chaquetas de camuflaje
35812200,35812000,Trajes de combate
35812300,35812000,Equipos de combate
35813100,35813000,Fundas para cascos
35815100,35815000,Chalecos antibalas
35821100,35821000,Mástiles de bandera
37311100,37311000,Pianos
37311200,37311000,Acordeones
37311300,37311000,Órganos musicales
37311400,37311000,Celestas
37312100,37312000,Trompetas
37312200,37312000,Trombones
37312300,37312000,Sousafones
37312400,37312000,Saxofones
37312500,37312000,Silbatos
37312600,37312000,Clarines
37312700,37312000,Bombardinos
37312800,37312000,Melófonos
37312900,37312000,"Trompas alto, trompas barítono, fliscornos y trompas dobles"
37312910,37312000,Trompas alto
37312920,37312000,Trompas barítono
37312930,37312000,Fliscornos
37312940,37312000,Trompas dobles
37313100,37313000,Clavicémbalos
37313200,37313000,Clavicordios
37313300,37313000,Guitarras
37313400,37313000,Violines
37313500,37313000,Arpas
37313600,37313000,Banjos
37313700,37313000,Mandolinas
37313800,37313000,Violonchelos
37313900,37313000,Contrabajos
37314100,37314000,Clarinetes
37314200,37314000,Oboes
37314300,37314000,Cornetas y flautas
37314310,37314000,Cornetas
37314320,37314000,Flautas
37314400,37314000,Flautines
37314500,37314000,Gaitas
37314600,37314000,Armónicas
37314700,37314000,Mirlitones
37314800,37314000,Cornos ingleses
37314900,37314000,Ocarinas
37315100,37315000,Sintetizadores
37316100,37316000,Platillos (instrumento)
37316200,37316000,Campanas (instrumento)
37316300,37316000,Panderetas
37316400,37316000,Castañuelas
37316500,37316000,Tambores (instrumento)
37316600,37316000,Xilófonos
37316700,37316000,Vibráfonos
37321100,37321000,Metrónomos
37321200,37321000,Lengüetas
37321300,37321000,Accesorios para instrumentos de cuerda
37321400,37321000,Cuerdas para instrumentos y púas
37321500,37321000,Accesorios para instrumentos de percusión
37321600,37321000,Fundas y estuches para instrumentos musicales y sus accesorios
37321700,37321000,Soportes para instrumentos musicales y atriles
37322100,37322000,Clavijas de afinación
37322200,37322000,Cajas de música y mecanismos musicales
37322300,37322000,Boquillas
37322400,37322000,Sordinas
37322500,37322000,Diapasones rectos
37322600,37322000,Batutas
37322700,37322000,Almohadillas para flautines
37411100,37411000,Equipo de esquí y snowboard
37411110,37411000,Botas de esquí
37411120,37411000,Esquíes
37411130,37411000,Palos de esquí
37411140,37411000,Fijaciones
37411150,37411000,Tablas de snowboard
37411160,37411000,Ropa de esquí
37411200,37411000,Equipo para patinaje y hockey sobre hielo
37411210,37411000,Discos de hockey
37411220,37411000,Patines para hielo
37411230,37411000,Palos de hockey
37411300,37411000,Ropa y equipo polares
37412100,37412000,Esquíes acuáticos
37412200,37412000,Escafandras y equipo de buceo
