categoria,clase,nombre
19732000,19730000,Polipropileno
19733000,19730000,Hilado texturado artificial
22111000,22110000,Libros escolares
22112000,22110000,Libros de texto
22113000,22110000,Libros para biblioteca
22114000,22110000,"Diccionarios, mapas, libros de música y otros libros"
22121000,22120000,Publicaciones técnicas
22211000,22210000,Revistas especializadas
22212000,22210000,Publicaciones periódicas
22213000,22210000,Revistas
22312000,22310000,Ilustraciones
22313000,22310000,Calcomanías
22314000,22310000,Diseños
22315000,22310000,Fotografías
22321000,22320000,Tarjetas de Navidad
22411000,22410000,Sellos de Navidad
22412000,22410000,Sellos nuevos
22413000,22410000,Sellos de ahorro
22414000,22410000,Cuadernillos de sellos de correos
22451000,22450000,Pasaportes
22452000,22450000,Giros postales
22453000,22450000,Pegatinas del impuesto de circulación
22454000,22450000,Permisos de conducir
22455000,22450000,Carnés de identidad
22456000,22450000,Permisos
22457000,22450000,Tarjetas de entrada
22458000,22450000,Impresos por encargo
22459000,22450000,Billetes
22461000,22460000,Catálogos
22462000,22460000,Material de publicidad
22471000,22470000,Manuales informáticos
22472000,22470000,Manuales de instrucciones
22473000,22470000,Manuales técnicos
22521000,22520000,Equipo de estampado en relieve
22611000,22610000,Tinta para huecograbado
22612000,22610000,Tinta china
22813000,22810000,Libros de contabilidad
22814000,22810000,Talonarios de recibos
22815000,22810000,Talonarios de notas
22816000,22810000,Blocs
22817000,22810000,Agendas u organizadores personales
22819000,22810000,Libros de direcciones
22821000,22820000,Formularios electorales
22822000,22820000,Formularios comerciales
22831000,22830000,Recambios para cuadernos escolares
22832000,22830000,Hojas para ejercicios
22841000,22840000,Álbumes para colecciones
22851000,22850000,Clasificadores
22852000,22850000,Carpetas
22853000,22850000,"Archivadores, bandejas portadocumentos y otros soportes análogos"
22991000,22990000,Papel prensa
22992000,22990000,Papel o cartón hecho a mano
22993000,22990000,"Papel y cartón fotosensibles, termosensibles o termográficos"
24111000,24110000,"Hidrógeno, argón, gases nobles, nitrógeno y oxígeno"
24112000,24110000,Compuestos oxigenados inorgánicos
24113000,24110000,Aire líquido y aire comprimido
24211000,24210000,"Óxido y peróxido de zinc; óxido de titanio, tintes y pigmentos"
24212000,24210000,"Óxidos e hidróxidos de cromo, de manganeso, de magnesio, de plomo y de cobre"
24213000,24210000,Cal apagada
24221000,24220000,Extractos tintóreos
24222000,24220000,Extractos curtientes
24223000,24220000,Taninos
24224000,24220000,Materias colorantes
24225000,24220000,Preparados curtientes
24311000,24310000,"Elementos químicos, ácidos inorgánicos y sus compuestos"
24312000,24310000,"Halogenatos metálicos; hipocloritos, cloratos y percloratos"
24313000,24310000,"Sulfuros, sulfatos; nitratos, fosfatos y carbonatos"
24314000,24310000,Sales metálicas de ácidos diversas
