categoria,clase,nombre
33674000,33670000,Medicamentos para la tos y el resfriado
33675000,33670000,Antihistamínicos para empleo sistémico
33681000,33680000,"Tetinas, chupetes y artículos similares para bebés"
33682000,33680000,Baldosas de caucho
33683000,33680000,Amortiguadores de caucho
33691000,33690000,"Productos antiparasitarios, insecticidas y repelentes"
33692000,33690000,Soluciones medicinales
33693000,33690000,Todo los demás productos terapéuticos
33694000,33690000,Medios de diagnóstico
33695000,33690000,Todo los demás productos no terapéuticos
33696000,33690000,Reactivos y medios de contraste
33697000,33690000,"Preparaciones médicas, excepto productos consumibles para uso odontológico"
33698000,33690000,Productos clínicos
33711000,33710000,Perfumes y productos de tocador
33712000,33710000,Preservativos
33713000,33710000,Productos para el cuidado de los pies
33721000,33720000,Navajas
33722000,33720000,Juegos para manicura o pedicura
33731000,33730000,Lentes de contacto
33732000,33730000,Soluciones para lentes de contacto
33733000,33730000,Gafas de sol
33734000,33730000,Gafas
33735000,33730000,Anteojos de protección
33741000,33740000,Productos para el cuidado de las manos
33742000,33740000,Productos para el cuidado de las uñas
33751000,33750000,Pañales desechables
33752000,33750000,Protectores de lactancia
33761000,33760000,Papel higiénico
33762000,33760000,Pañuelos de papel
33763000,33760000,Toallas de papel
33764000,33760000,Servilletas de papel
33771000,33770000,Productos de papel para uso sanitario
33772000,33770000,Productos desechables de papel
33791000,33790000,Artículos de vidrio para la higiene
33792000,33790000,Artículos de vidrio para uso farmacéutico
33793000,33790000,Artículos de vidrio para laboratorio
33911000,33910000,Tijeras de autopsia
33912000,33910000,Instrumental de disección para autopsia
33913000,33910000,Sondas para extracción de proyectiles en autopsia
33914000,33910000,"Hilo, agujas y pinzas de sutura para cadáveres"
33915000,33910000,Sondas acanaladas para autopsia
33916000,33910000,Hojas o accesorios para sierras de autopsia
33917000,33910000,Mesas o «pads» de disección
33918000,33910000,Maletines para accesorios o instrumental de cirugía en cadáveres
33919000,33910000,Estuches enrollables para accesorios o instrumental de cirugía en cadáveres
33921000,33920000,Aspiradores de polvo óseo
33922000,33920000,Bolsas para transporte de cadáveres
33923000,33920000,"Reposacabezas, tableros para cadáveres y balanzas colgantes para autopsia"
33924000,33920000,Equipo de prevención de enfermedades infecciosas en cadáveres
33925000,33920000,Pulseras o etiquetas de identificación de cadáveres
33926000,33920000,Tubos o aspiradores al vacío para la recogida de líquidos de autopsia
33927000,33920000,Termómetros rectales para cadáveres
33928000,33920000,Enderezadores de dedo para cadáveres
33929000,33920000,Maletines de regeneración del tejido dactilar en cadáveres
33931000,33930000,Mesas o accesorios para autopsia macroscópica
33932000,33930000,Pilas o accesorios para autopsia
33933000,33930000,Mesas o accesorios para autopsia
33934000,33930000,Mesas o accesorios para necropsia
33935000,33930000,Mesas o accesorios para la disección de cadáveres de animales
33936000,33930000,Mesas o accesorios para embalsamamiento
33937000,33930000,"Mesas para autopsia con evacuación descendente, o accesorios"
33941000,33940000,Estanterías para el depósito de cadáveres
33942000,33940000,Carros portacadáveres
33943000,33940000,Carros elevacadáveres de tijera
33944000,33940000,Arcones frigoríficos o congeladores para depósitos de cadáveres
33945000,33940000,Cámaras frigoríficas para depósitos de cadáveres
33946000,33940000,Carros de autopsia
33947000,33940000,Bandejas portacadáveres
33948000,33940000,Dispositivos para la elevación o traslado de cadáveres
33949000,33940000,Contenedores para transporte de cuerpos
33951000,33950000,Material de necroidentificación
33952000,33950000,Mascarillas antiputrefacción
33953000,33950000,Material de detección de sangre en cadáveres
33954000,33950000,Maletín de toma de muestras biológicas
33961000,33960000,Inyectores intracavitarios para embalsamamiento
33962000,33960000,Tubos de drenaje venoso para embalsamamiento
33963000,33960000,Líquidos y productos químicos para embalsamamiento
33964000,33960000,Tubos inyectores para embalsamamiento
33965000,33960000,Pilas de embalsamamiento y sus accesorios
33966000,33960000,Maletines de embalsamamiento
33967000,33960000,Agujas de inyector para embalsamamiento
33968000,33960000,Cápsulas oculares para embalsamamiento
33971000,33970000,Indumentaria para cadáveres
33972000,33970000,Bolsas para cadáveres
33973000,33970000,Mortajas
33974000,33970000,Aspiradores mortuorios
33975000,33970000,Compuestos endurecedores para cadáveres
34111000,34110000,Automóviles «familiares» AC (break) y «berlinas» AA (turismos)
34113000,34110000,Vehículos con tracción a las 4 ruedas
34114000,34110000,Vehículos especiales
34115000,34110000,Otros automóviles para pasajeros
34121000,34120000,Autobuses y autocares
34131000,34130000,Furgonetas con caja abierta («pick-ups»)
34132000,34130000,Mototrineos
34133000,34130000,Camiones articulados
34134000,34130000,Camiones con plataforma y camiones basculantes
34136000,34130000,Camionetas
34137000,34130000,Vehículos usados para el transporte de mercancías
34138000,34130000,Tractores de carretera
34139000,34130000,Chasis
34142000,34140000,Camiones grúa y camiones volquete
34143000,34140000,Vehículos de vialidad invernal
34144000,34140000,Vehículos de motor para usos especiales
34151000,34150000,Simuladores de conducción
34152000,34150000,Simuladores de entrenamiento
34211000,34210000,"Carrocerías para autobuses, ambulancias y vehículos de transporte de mercancías"
34221000,34220000,Contenedores móviles para usos especiales
34223000,34220000,Remolques y semirremolques
34224000,34220000,"Partes de remolques, semirremolques y otros vehículos"
34311000,34310000,Motores (vehículos)
34312000,34310000,Partes de motores
34321000,34320000,Ejes y cajas de cambio
34322000,34320000,Frenos y partes de frenos
34324000,34320000,"Ruedas, sus partes y accesorios"
34325000,34320000,Silenciadores y tubos de escape
34326000,34320000,"Gatos para automóviles, embragues y sus partes"
34327000,34320000,"Volantes, columnas y cajas de dirección"
34328000,34320000,"Bancos de prueba, kits de conversión de vehículos y cinturones de seguridad"
34351000,34350000,Neumáticos para vehículos ligeros
34352000,34350000,Neumáticos para vehículos pesados
34411000,34410000,Partes y accesorios para motocicletas
34421000,34420000,Motocicletas ligeras
34422000,34420000,Bicicletas con motor auxiliar
34431000,34430000,Bicicletas sin motor
34432000,34430000,Partes y accesorios para bicicletas
34512000,34510000,Buques y embarcaciones similares para el transporte de personas o mercancías
34513000,34510000,"Barcos pesqueros, barcos de emergencia y demás barcos especiales"
34514000,34510000,Plataformas flotantes o sumergibles de perforación o explotación
34515000,34510000,Estructuras flotantes
34516000,34510000,Defensas marinas
34521000,34520000,Barcos especializados
34522000,34520000,Barcos de recreo y deportivos
34611000,34610000,Locomotoras
34612000,34610000,Ténderes y funiculares
34621000,34620000,"Vehículos de mantenimiento o de servicio para ferrocarril, y vagones de carga"
34622000,34620000,"Coches de pasajeros de tren y tranvía, y trolebuses"
34631000,34630000,Partes de locomotoras o material móvil
34632000,34630000,Equipo de control del tráfico de ferrocarriles
34711000,34710000,Helicópteros y aviones
34712000,34710000,"Naves espaciales, satélites y vehículos de lanzamiento"
34721000,34720000,Planeadores
34722000,34720000,Globos aerostáticos y dirigibles
34731000,34730000,Partes de aeronaves
34741000,34740000,Equipo relacionado con aeronaves
34911000,34910000,Carros de tracción animal o manual y otros vehículos sin propulsión mecánica
34912000,34910000,Carritos para equipaje
34913000,34910000,Piezas de recambio diversas
34921000,34920000,Equipo de mantenimiento de carreteras
34922000,34920000,Equipo de señalización de carreteras
34923000,34920000,Equipo de control del tráfico rodado
34924000,34920000,Señales de mensaje variable
34926000,34920000,Equipo de control de aparcamientos
34927000,34920000,Equipo para peajes
34928000,34920000,Mobiliario para carreteras
34929000,34920000,Materiales para la red de autopistas
34931000,34930000,Equipo portuario
34932000,34930000,Equipos de radar
34933000,34930000,Equipo de navegación
34934000,34930000,Palas de hélices
34941000,34940000,Raíles y accesorios
34942000,34940000,Equipo de señalización
34943000,34940000,Sistema de monitorización del tráfico ferroviario
34944000,34940000,Sistema de calefacción de agujas
34945000,34940000,Máquinas para alineación de vías
34946000,34940000,Materiales y suministros para la construcción de vías férreas
34947000,34940000,Traviesas y partes de traviesas
34951000,34950000,Plataformas de acceso
34952000,34950000,Elevadores hidráulicos de plataforma
34953000,34950000,Rampas de acceso
34954000,34950000,Pasarelas de servicio
34955000,34950000,Dique flotante
34961000,34960000,Sistema de manipulación de equipajes
34962000,34960000,Equipo de control de tráfico aéreo
34963000,34960000,Sistema de aterrizaje por instrumentos (ILS)
34964000,34960000,Radiofaro omnidireccional VHF Doppler (DVOR)
34965000,34960000,Equipo radiotelemétrico (DME)
34966000,34960000,Radiogoniómetro y radiofaro no direccional
34967000,34960000,Sistema de comunicación aeroportuaria (COM)
34968000,34960000,Sistema de vigilancia aeroportuaria y sistema de iluminación aeroportuaria
34969000,34960000,Pasarelas y escaleras de embarque de pasajeros para aeronaves
34971000,34970000,Equipo de cámara de control de velocidad
34972000,34970000,Sistema de medición del flujo del tráfico
34991000,34990000,Luces para iluminación exterior
34992000,34990000,"Señales, incluidas las luminosas"
34993000,34990000,Luces para el alumbrado de carreteras
34994000,34990000,Alumbrado para orientación e iluminación de barcos
34995000,34990000,Alumbrado para orientación e iluminación de aeronaves
34996000,34990000,"Equipo de control, seguridad o señalización para carreteras"
34997000,34990000,"Equipo de control, seguridad o señalización para aeropuertos"
34998000,34990000,"Equipo de control, seguridad o señalización para instalaciones portuarias"
34999000,34990000,"Generadores de señales, separadores de señales de antena («splitters») y máquinas de galvanoplastia"
35111000,35110000,Equipo de extinción de incendios
35112000,35110000,Equipo de salvamento y emergencia
35113000,35110000,Equipo de seguridad
35121000,35120000,Aparatos e instrumentos de seguridad
35123000,35120000,Equipo de identificación del lugar
35124000,35120000,Detectores de metal
35125000,35120000,Sistema de vigilancia
35126000,35120000,Equipo de lectura de códigos de barras
35221000,35220000,Cañones de agua
35261000,35260000,Paneles de información
35262000,35260000,Equipo de señalización de control de cruces
35311000,35310000,"Espadas, sables, bayonetas y lanzas"
35312000,35310000,Pistolas de gas
35321000,35320000,Armas de fuego ligeras
35322000,35320000,Artillería
35331000,35330000,Municiones para armas de fuego y acciones de guerra
35332000,35330000,Municiones para acciones navales de guerra
35333000,35330000,Municiones para acciones aéreas de guerra
35341000,35340000,Partes de armas de fuego ligeras
35342000,35340000,Partes de lanzacohetes
35343000,35340000,Partes de morteros
35411000,35410000,Carros de combate
35412000,35410000,Vehículos de combate blindados
35421000,35420000,Piezas mecánicas de recambio para vehículos militares
35422000,35420000,Piezas electrónicas y eléctricas de recambio para vehículos militares
35511000,35510000,Buques de guerra de superficie
35512000,35510000,Submarinos
35513000,35510000,Buques de guerra de minas y buques auxiliares
35521000,35520000,Casco y piezas mecánicas de recambio para buques de guerra
35522000,35520000,Piezas electrónicas y eléctricas de recambio para buques de guerra
35613000,35610000,Vehículos aéreos no tripulados
35621000,35620000,Misiles estratégicos
35622000,35620000,Misiles tácticos
35623000,35620000,Misiles de crucero
35631000,35630000,Satélites militares
35641000,35640000,Estructura y piezas mecánicas de recambio para equipos aeroespaciales militares
35642000,35640000,Piezas electrónicas y eléctricas de recambio para equipos aeroespaciales militares
35711000,35710000,"Sistemas de mando, control y comunicación"
35712000,35710000,"Sistemas tácticos de mando, control y comunicación"
35721000,35720000,Sistemas electrónicos de inteligencia
35722000,35720000,Radares
35723000,35720000,Radares de defensa aérea
35812000,35810000,Uniformes de combate
35813000,35810000,Cascos militares
35814000,35810000,Máscaras de gas
35815000,35810000,Prendas de vestir de protección antibalas
35821000,35820000,Banderas
37311000,37310000,Instrumentos de teclado
37312000,37310000,Instrumentos de metal
37313000,37310000,Instrumentos de cuerda
37314000,37310000,Instrumentos de viento
37315000,37310000,Instrumentos musicales con amplificación eléctrica del sonido
37316000,37310000,Instrumentos de percusión
37321000,37320000,Accesorios de instrumentos musicales
37322000,37320000,Partes de instrumentos musicales
37411000,37410000,Equipo de invierno
37412000,37410000,Equipo para deportes acuáticos
37413000,37410000,Artículos para caza y pesca
37414000,37410000,Material de acampada
37415000,37410000,Equipo para atletismo
37416000,37410000,Equipo para actividades de ocio
37421000,37420000,Colchonetas de gimnasia
37422000,37420000,Barras de gimnasia y de equilibrios
37423000,37420000,Cuerdas y anillas para gimnasia y accesorios para escalada
37424000,37420000,Equipo para saltos gimnásticos
37425000,37420000,Trampolines de gimnasia
37426000,37420000,Equipo para equilibrios
37431000,37430000,Cuadriláteros de boxeo
37432000,37430000,Sacos de boxeo
37433000,37430000,Guantes de boxeo
37441000,37440000,Equipo para aeróbic
37442000,37440000,Equipo de entrenamiento con pesas y de resistencia
37451000,37450000,Equipo para deportes practicados en terreno de juego
37452000,37450000,Equipo para deportes de raqueta y cancha
37453000,37450000,Equipo de atletismo
37461000,37460000,Juegos de mesa y sus equipos
37462000,37460000,Juegos de tiro y sus equipos
37471000,37470000,Equipo para golf
37472000,37470000,Equipo para bolos
37481000,37480000,Maquinaria de mantenimiento del hielo
37482000,37480000,Paneles de información deportiva
37511000,37510000,Casas de muñecas
37512000,37510000,Partes o accesorios de muñecas
37513000,37510000,Títeres
37521000,37520000,Instrumentos musicales de juguete
37522000,37520000,Juguetes con ruedas
37523000,37520000,Puzzles
37524000,37520000,Juegos
37525000,37520000,Globos y pelotas
37526000,37520000,Cubos de juguete
37527000,37520000,Trenes y vehículos de juguete
37528000,37520000,Armas de juguete
37529000,37520000,Juguetes hinchables y de montar
37531000,37530000,Naipes
37532000,37530000,Videojuegos
37533000,37530000,Billares
37534000,37530000,Juegos accionados con monedas o fichas
37535000,37530000,"Tiovivos, columpios, casetas de tiro y otras atracciones de feria"
37821000,37820000,Pinceles para la pintura artística
37822000,37820000,Lápices de dibujo
37823000,37820000,Papel resistente a las grasas y otros artículos de papel
38111000,38110000,Equipo de radiogoniometría
38112000,38110000,Sextantes
38113000,38110000,Sonares
38114000,38110000,Ecosondas
38115000,38110000,Aparatos de radar
38121000,38120000,Anemómetros
38122000,38120000,Barómetros
38123000,38120000,Aparatos de registro de precipitaciones o evaporación
38124000,38120000,Aparatos de radiosondeo
38125000,38120000,Pluviógrafos
38126000,38120000,Aparatos de observación en superficie
38127000,38120000,Estaciones meteorológicas
38128000,38120000,Accesorios para instrumentos meteorológicos
38221000,38220000,Sistemas de información geográfica (SIG o equivalentes)
38291000,38290000,Telémetros
38292000,38290000,Instrumentos de hidrografía
38293000,38290000,Equipo sísmico
38294000,38290000,Teodolitos
38295000,38290000,Equipo topográfico
38296000,38290000,Instrumentos de geodesia
38311000,38310000,Básculas electrónicas y sus accesorios
38321000,38320000,Máquinas de dibujar
38322000,38320000,Pantógrafos
38323000,38320000,Reglas de cálculo
38331000,38330000,Escuadras
38341000,38340000,Aparatos para medir radiaciones
38342000,38340000,Osciloscopios
38343000,38340000,Instrumentos para control de errores
38344000,38340000,Aparatos para el control de la polución
38411000,38410000,Hidrómetros
38412000,38410000,Termómetros
38413000,38410000,Pirómetros
38414000,38410000,Higrómetros
38415000,38410000,Sicrómetros
38416000,38410000,pH-metros
38417000,38410000,Termopares
38418000,38410000,Calorímetros
38421000,38420000,Equipo de medida del caudal
38422000,38420000,Equipo de medida del nivel
38423000,38420000,Equipo de medida de la presión
38424000,38420000,Equipo de medida y de control
38425000,38420000,Equipo para la mecánica de fluidos
38426000,38420000,Culombímetros
38427000,38420000,Fluxómetros
38428000,38420000,Reómetros
38429000,38420000,Rotámetros
38431000,38430000,Aparatos detectores
38432000,38430000,Aparatos de análisis
38433000,38430000,Espectrómetros
38434000,38430000,Analizadores
38435000,38430000,Aparatos de detección de fluidos
38436000,38430000,Agitadores y sus accesorios
38437000,38430000,Pipetas de laboratorio y sus accesorios
38511000,38510000,Microscopios electrónicos
38512000,38510000,Microscopios de iones y moleculares
38513000,38510000,Microscopios invertidos y metalográficos
38514000,38510000,Microscopios de campo oscuro y de sonda de barrido
38515000,38510000,Microscopios de fluorescencia y polarizantes
38516000,38510000,Microscopios ópticos compuestos monoculares o binoculares
38517000,38510000,Microscopios acústicos y de proyección
38518000,38510000,Microscopios de campo amplio y estereoscópicos
38519000,38510000,Compuestos diversos para microscopios
38521000,38520000,Escáneres de presión
38522000,38520000,Escáneres cromatográficos
38541000,38540000,Equipos de ensayo de soldabilidad
38542000,38540000,Aparatos servohidráulicos de pruebas
38543000,38540000,Equipo de detección de gases
38544000,38540000,Aparatos detectores de drogas
38545000,38540000,Kits para análisis de gases
38546000,38540000,Sistema de detección de explosivos
38547000,38540000,Sistema de dosimetría
38548000,38540000,Instrumentos para vehículos
38551000,38550000,Medidores de energía
38552000,38550000,Contadores electrónicos
38553000,38550000,Contadores magnéticos
38554000,38550000,Contadores de electricidad
38561000,38560000,Cuentavueltas
38562000,38560000,Estroboscopios
38571000,38570000,Limitadores de velocidad
38581000,38580000,Equipo de escáner para equipajes
38582000,38580000,Equipo de control por rayos X
38621000,38620000,Aparatos de fibra óptica
38622000,38620000,Espejos
38623000,38620000,Filtros ópticos
38624000,38620000,Ayudas ópticas
38631000,38630000,Binoculares
38632000,38630000,Gafas para visión nocturna
38633000,38630000,Miras telescópicas
38634000,38630000,Microscopios ópticos
38635000,38630000,Telescopios
38636000,38630000,Instrumentos ópticos especializados
38641000,38640000,Periscopios
38651000,38650000,Cámaras fotográficas
38652000,38650000,Proyectores cinematográficos
38653000,38650000,Aparatos para laboratorios fotográficos
38654000,38650000,Equipo para microfilmes y microfichas
38731000,38730000,Contadores accionados por fichas
38821000,38820000,Aparatos de radiocontrol
38822000,38820000,Dispositivos de telecontrol por sirenas
38911000,38910000,Kits de ensayo de frotis manuales
38912000,38910000,Kits de ensayo de frotis automatizados
38921000,38920000,Analizadores de grano
38922000,38920000,Contadores de semillas
38923000,38920000,Analizadores de piensos
38931000,38930000,Comprobadores de temperatura y humedad
38932000,38930000,Medidores de humedad
38941000,38940000,Contadores alfa
38942000,38940000,Contadores alfa beta
38943000,38940000,Contadores beta
38944000,38940000,Contadores beta gamma
38945000,38940000,Contadores gamma
38946000,38940000,Contadores de kVc
38947000,38940000,Microanalizadores para radiología
38951000,38950000,Equipo para reacción en cadena de la polimerasa (PCR) en tiempo real
39111000,39110000,Asientos
39112000,39110000,Sillas
39113000,39110000,Asientos y sillas diversos
39114000,39110000,Partes de asientos
39121000,39120000,Escritorios y mesas
39122000,39120000,Armarios y librerías
39131000,39130000,Estanterías de oficina
39132000,39130000,Sistemas de archivo
39133000,39130000,Expositores
39134000,39130000,Mobiliario de informática
39135000,39130000,Mesas de clasificación
39136000,39130000,Perchas
39137000,39130000,Ablandadores de agua
39141000,39140000,Muebles y equipo de cocina
39142000,39140000,Muebles de jardín
39143000,39140000,"Muebles de dormitorio, comedor y cuarto de estar"
39144000,39140000,Mobiliario de cuarto de baño
39145000,39140000,Accesorios para bodegas
39151000,39150000,Mobiliario diverso
39152000,39150000,Estanterías móviles para libros
39153000,39150000,Mobiliario para sala de conferencias
39154000,39150000,Equipamiento de exposición
39155000,39150000,Mobiliario de biblioteca
39156000,39150000,Mobiliario de recepción y sala de espera
39157000,39150000,Partes de muebles
39161000,39160000,Mobiliario de jardín de infancia
39162000,39160000,Equipamiento de enseñanza
39171000,39170000,Vitrinas
39172000,39170000,Mostradores
39173000,39170000,Unidades de almacenamiento
39174000,39170000,Rótulos comerciales
39181000,39180000,Bancos de laboratorio
39191000,39190000,Revestimientos de pared a base de papel o cartón
39192000,39190000,Revestimientos textiles de pared
39193000,39190000,Revestimientos de piso a base de papel o cartón
39221000,39220000,Equipo de cocina
39222000,39220000,Artículos para catering
39223000,39220000,Cucharas y tenedores
39224000,39220000,Escobas y cepillos y otros artículos de diversos tipos
39225000,39220000,"Encendedores, artículos de material combustible, de pirotecnia, cerillas y combustibles líquidos o de gas licuado"
39226000,39220000,"Garrafas, cajas de botellas, frascos y bobinas"
39227000,39220000,Agujas de coser y tejer y dedales
39234000,39230000,Cajas para compost
39235000,39230000,Fichas
39236000,39230000,Cabinas de pintura
39237000,39230000,Postes indicadores del nivel de nieve
39241000,39240000,Cuchillos y tijeras
39254000,39250000,Relojería
39261000,39260000,Bandejas de distribución
39263000,39260000,Material de escritorio
39264000,39260000,Accesorios para clasificadores de hojas intercambiables o para archivadores
39265000,39260000,Corchetes y hebillas
39291000,39290000,Material de lavandería
39292000,39290000,Pizarras o tableros escolares con superficies o utensilios para escribir o dibujar
39293000,39290000,Productos artificiales
39294000,39290000,Aparatos y material diseñados para demostraciones
39295000,39290000,Paraguas y sombrillas; bastones y bastones-asiento
39296000,39290000,Artículos funerarios
39297000,39290000,Suministros para cuartel
39298000,39290000,"Estatuillas, objetos de adorno, marcos para fotografías o para cuadros y espejos"
39299000,39290000,Artículos de cristal
39311000,39310000,Equipo ligero de catering
39312000,39310000,Equipo para preparación de comidas
39313000,39310000,Equipo de hostelería
39314000,39310000,Equipo para cocinas industriales
39315000,39310000,Equipo de restaurante
39341000,39340000,Equipo para la presión del gas
39511000,39510000,Mantas y mantas de viaje
39512000,39510000,Ropa de cama
39513000,39510000,Ropa de mesa
39514000,39510000,Ropa de tocador y de cocina
39515000,39510000,"Cortinas, cortinajes, guardamalletas y estores de materia textil"
39516000,39510000,Artículos de mobiliario
39518000,39510000,Ropa de hospital
39522000,39520000,"Lonas, velas para embarcaciones, tablas de vela o carros de vela, toldos, persianas, tiendas de campaña y artículos para acampar"
39523000,39520000,Paracaídas
39525000,39520000,Artículos textiles manufacturados diversos
39531000,39530000,Alfombras
39532000,39530000,Esteras
39533000,39530000,Alfombrillas
39534000,39530000,Alfombrado industrial
39541000,39540000,"Cordaje, cuerda, bramante y redes"
39542000,39540000,Trapos
39561000,39560000,"Tul, encaje, cintas y galones, artículos de pasamanería y bordados"
39562000,39560000,Fieltro
39563000,39560000,"Guata de materias textiles, hilados, tejidos y artículos textiles para usos técnicos"
39711000,39710000,Aparatos electrodomésticos destinados a los alimentos
39712000,39710000,Aparatos electrodomésticos para el cuidado del cuerpo humano
39713000,39710000,Aparatos electrodomésticos para la limpieza; alisadores
39714000,39710000,Campanas aspirantes para extracción o reciclado
39715000,39710000,Calentadores de agua y calefacción para edificios; equipo de instalación sanitaria
39716000,39710000,Partes de aparatos electrodomésticos
39717000,39710000,Ventiladores y aparatos de aire acondicionado
39721000,39720000,Aparatos domésticos para cocinar o calentar
39722000,39720000,"Partes de estufas, cocinas, calientaplatos y aparatos domésticos"
39811000,39810000,Preparaciones para perfumar o desodorizar ambientes
39812000,39810000,Betunes y cremas
39813000,39810000,Pastas y polvos para fregar
39821000,39820000,Limpiadores con amoniaco
39822000,39820000,Limpiadores cáusticos
39831000,39830000,Preparados para lavar
39832000,39830000,Productos para el lavavajillas
39833000,39830000,Productos contra el polvo
39834000,39830000,Soluciones para limpiar joyas
42111000,42110000,Motores (potencia motriz)
42112000,42110000,Instalaciones de turbinas
42113000,42110000,Partes de turbinas
42121000,42120000,Máquinas y motores hidráulicos o neumáticos
42122000,42120000,Bombas (equipos de bombeo)
42123000,42120000,Compresores
42124000,42120000,"Partes de bombas, compresores, máquinas o motores"
42131000,42130000,"Grifos, llaves y válvulas"
42132000,42130000,Partes de grifos y válvulas
42141000,42140000,"Engranajes, ruedas de fricción y elementos de transmisión cilíndrico-rectos"
42142000,42140000,Partes de ruedas de fricción y de elementos de transmisión
42151000,42150000,Reactores nucleares
42152000,42150000,Partes de reactores nucleares
42161000,42160000,Calderas de agua caliente
42162000,42160000,Calderas generadoras de vapor
42163000,42160000,Generadores de vapor
42164000,42160000,Instalaciones auxiliares para calderas
42165000,42160000,Condensadores de vapor
42211000,42210000,Máquinas y aparatos para la industria lechera
42212000,42210000,Máquinas y aparatos para procesar cereales o legumbres secas
42213000,42210000,Máquinas y aparatos usados para la producción de bebidas alcohólicas o jugos de frutas
42214000,42210000,"Hornos de cocina, secadores para productos agrícolas y equipo para cocinar o calentar"
42215000,42210000,Máquinas y aparatos para la preparación o la fabricación industrial de alimentos o bebidas
42216000,42210000,Máquinas y aparatos para procesar tabaco
42221000,42220000,Partes de máquinas y aparatos para procesar alimentos
42222000,42220000,Partes de máquinas y aparatos para procesar bebidas
42223000,42220000,Partes de máquinas y aparatos para procesar tabaco
42341000,42340000,Hornos comerciales
42411000,42410000,Polipastos y elevadores
42412000,42410000,Tornos para los pozos de minas; tornos para el interior de las minas; cabrestantes
42413000,42410000,Gatos y elevadores de vehículos
42414000,42410000,"Grúas, pórticos móviles sobre neumáticos y carretillas grúa"
42415000,42410000,"Carretillas elevadoras de horquilla, carretillas-automóviles, carretillas tractor de estación de ferrocarril"
42416000,42410000,"Ascensores, montacargas de cajón de vía inclinada, aparatos de elevación, escaleras mecánicas y pasillos móviles"
42417000,42410000,Elevadores y transportadores
42418000,42410000,"Máquinas de elevación, manipulación, carga o descarga"
42419000,42410000,Partes de equipos de elevación y manipulación
42511000,42510000,Intercambiadores de calor y aparatos para la licuefacción de aire u otros gases
42512000,42510000,Instalaciones de aire acondicionado
42513000,42510000,Equipos de refrigeración y congelación
42514000,42510000,Maquinaria y aparatos de filtrado o purificación de gases
42515000,42510000,Caldera de calefacción urbana
42521000,42520000,Equipo de extracción de humos
42522000,42520000,Ventiladores de uso no doméstico
42531000,42530000,Partes de equipos refrigeradores
42532000,42530000,Partes de equipos congeladores
42533000,42530000,Partes de bombas de calor
42611000,42610000,Máquinas herramienta para usos especiales
42612000,42610000,Centro de mecanizado
42621000,42620000,Tornos
42622000,42620000,Máquinas de roscar «terrajar o filetear»
42623000,42620000,Máquinas para fresar
42631000,42630000,Máquinas herramienta para acabado de metales
42632000,42630000,Máquinas de control numérico para metales
42633000,42630000,"Máquinas para curvar, plegar, enderezar o aplanar"
42634000,42630000,Máquinas para forjar
42635000,42630000,Máquinas para estampar
42636000,42630000,Prensas
42637000,42630000,"Máquinas herramienta para taladrar, mandrinar o fresar metales"
42638000,42630000,Centro de mecanizado para trabajar metales
42641000,42640000,"Máquinas herramienta para trabajar piedra, cerámica, hormigón o vidrio"
42642000,42640000,"Máquinas herramienta para trabajar madera, hueso, corcho, caucho endurecido o plásticos duros"
42651000,42650000,Herramientas manuales neumáticas
42652000,42650000,Herramientas electromecánicas de uso manual
42661000,42660000,Equipos de soldadura blanda y de soldadura fuerte
42662000,42660000,Equipo de soldadura
42663000,42660000,Máquina para templado de superficies
42664000,42660000,Equipo de fusión
42665000,42660000,Máquinas de metalización por aspersión de metal licuado
42671000,42670000,Útiles portaherramientas
42672000,42670000,Portapiezas para máquinas herramienta
42673000,42670000,Dispositivos divisores especiales para máquinas herramienta
42674000,42670000,Partes y accesorios de máquinas herramienta para trabajar metales
42675000,42670000,Partes y accesorios de máquinas herramienta para trabajar materiales duros
42676000,42670000,Partes de herramientas manuales
42677000,42670000,Partes de herramientas neumáticas
42711000,42710000,Máquinas para procesar materias textiles manufacturadas
42712000,42710000,Máquinas para el hilado de materias textiles
42713000,42710000,Telares
42714000,42710000,Tricotosas
42715000,42710000,Máquinas de coser
42716000,42710000,Máquinas para lavar y para secar ropa y máquinas para limpieza en seco
42717000,42710000,Equipo de planchado y plegado de ropa blanca
42718000,42710000,Máquinas de acabado de textiles
42912000,42910000,Maquinaria y aparatos para filtrar o depurar líquidos
42913000,42910000,"Filtros de aceite, de carburante y de entrada de aire"
42914000,42910000,Equipo de reciclado
42921000,42920000,"Máquinas y aparatos para limpiar, llenar, empaquetar o envolver botellas y demás recipientes"
42923000,42920000,Instrumentos y aparatos de pesar y balanzas
42931000,42930000,Centrifugadoras
42932000,42930000,Calandrias
42933000,42930000,Máquinas automáticas distribuidoras
42941000,42940000,Maquinaria para el tratamiento térmico de gases
42942000,42940000,Hornos y accesorios
42943000,42940000,Baños termostáticos y accesorios
42952000,42950000,Partes de centrifugadoras
42953000,42950000,Partes de calandrias
42954000,42950000,Partes de máquinas laminadoras
42955000,42950000,Partes de máquinas de filtrado
42956000,42950000,Partes de máquinas depuradoras
42957000,42950000,Partes de máquinas de pulverización
42958000,42950000,Pesas para máquinas de pesaje
42959000,42950000,Lavavajillas industriales
42961000,42960000,Sistema de mando y control
42962000,42960000,Equipo gráfico y de impresión
42963000,42960000,Prensa para monedas
42964000,42960000,Equipo de ofimática
42965000,42960000,Equipo de procesamiento de la información
